Species Key	Species ID	Species Label	Active Taxa	Group	Proteome Type	Proteome ID	Proteome Organism ID	Proteome Label	Proteome Link	Updated
945780-Synechocystis-salina	945780	Synechocystis salina	945782	bacterium	Orphans		945780	Synechocystis salina LEGE 06155	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:945780	2023-09-01
983924-Eidolon-bat-coronavirus_Kenya_KY24_2006-Bat-coronavirus-BtKY24_Eidolon-helvum_Kenya_2006	983924	Eidolon bat coronavirus/Kenya/KY24/2006 (Bat coronavirus BtKY24/Eidolon helvum/Kenya/2006)	983924	virus	Orphans		983924	Eidolon bat coronavirus/Kenya/KY24/2006	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:983924	2023-09-01
983929-Chaerephon-bat-coronavirus_Kenya_KY22_2006-Bat-coronavirus-BtKY22_Chaerephon-sp_Kenya_2006	983929	Chaerephon bat coronavirus/Kenya/KY22/2006 (Bat coronavirus BtKY22/Chaerephon sp./Kenya/2006)	983929	virus	Unreviewed	Unrev_983929	983929	Chaerephon bat coronavirus/Kenya/KY22/2006 (Bat coronavirus BtKY22/Chaerephon sp./Kenya/2006)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:983929	2023-07-14
985002-Staphylococcus-argenteus	985002	Staphylococcus argenteus	985002	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:985002	2023-09-01
999141-Halomonas-sp-TD01	999141	Halomonas sp. TD01	999141	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:999141	2023-09-01
1000586-Carrizal-virus	1000586	Carrizal virus	1000586	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1000586	2023-09-01
1000587-Huitzilac-virus	1000587	Huitzilac virus	1000587	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1000587	2023-09-01
1004253-Cyberlindnera-mrakii	1004253	Cyberlindnera mrakii	1004253	other-eukaryote	Orphans		1004253	Cyberlindnera mrakii	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1004253	2023-09-01
1005962-Ogataea-parapolymorpha	1005962	Ogataea parapolymorpha	871575, 1005962	other-eukaryote	Reference	UP000008673		Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha) (Strain: ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008673	2023-07-14
1016852-Banana-streak-CA-virus-Banana-streak-Cavendish-virus	1016852	Banana streak CA virus (Banana streak Cavendish virus)	1016852	virus	Non-Redundant	UP000208096		Banana streak CA virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000208096	2023-07-14
1028682-Centruroides-tecomanus	1028682	Centruroides tecomanus	1028682	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1028682	2023-09-01
1042646-Gadus-chalcogrammus-Alaska-pollock	1042646	Gadus chalcogrammus (Alaska pollock)	1042646	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1042646	2023-09-01
1043007-Crotalus-simus	1043007	Crotalus simus	1043007	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1043007	2023-09-01
1045775-Paenibacillus-catalpae	1045775	Paenibacillus catalpae	1045775	bacterium	Non-Redundant	UP000198855		Paenibacillus catalpae (Strain: CGMCC 1.10784)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000198855	2023-07-14
1047168-Zymoseptoria-brevis	1047168	Zymoseptoria brevis	1047168	other-eukaryote	Reference	UP000033647		Zymoseptoria brevis (Strain: Zb18110)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000033647	2023-07-14
1071379-Tetrapisispora-blattae	1071379	Tetrapisispora blattae	1071379, 1071380	other-eukaryote	Reference	UP000002866		Tetrapisispora blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7) (Yeast) (Kluyveromyces blattae) (Strain: ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002866	2023-07-14
1095727-Streptococcus-sp-SK643	1095727	Streptococcus sp. SK643	1095727	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1095727	2023-09-01
1100878-Hokkaido-virus	1100878	Hokkaido virus	1100878	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1100878	2023-09-01
1108849-Penicillium-rubens	1108849	Penicillium rubens	1108849	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1108849	2023-09-01
1114970-Pseudomonas-ogarae	1114970	Pseudomonas ogarae	1114970	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1114970	2023-09-01
1128427-filamentous-cyanobacterium-ESFC-1-Cyclospexia-valenium-ESFC-1	1128427	filamentous cyanobacterium ESFC-1 (Cyclospexia valenium ESFC-1)	1128427	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1128427	2023-09-01
1133319-Bacteroides-reticulotermitis	1133319	Bacteroides reticulotermitis	1133319	bacterium	Reference	UP000019131		Bacteroides reticulotermitis JCM 10512 (Strain: JCM 10512)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000019131	2023-07-14
1134687-Klebsiella-michiganensis	1134687	Klebsiella michiganensis	1134687	bacterium	Representative	UP000020202	1134687	Klebsiella michiganensis	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000020202	2023-09-01
1157986-Wohlfahrtiimonas-larvae	1157986	Wohlfahrtiimonas larvae	1157986	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1157986	2023-09-01
1159556-Ustilaginoidea-virens	1159556	Ustilaginoidea virens	1159556	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1159556	2023-09-01
1159904-Night-heron-coronavirus-HKU19-Night-heron-coronavirus-HKU19	1159904	Night heron coronavirus HKU19 (Night-heron coronavirus HKU19)	1159904	virus	Representative	UP000132721	1159904	Night heron coronavirus HKU19	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000132721	2023-09-01
1159907-White-eye-coronavirus-HKU16	1159907	White-eye coronavirus HKU16	1159907	virus	Other	UP000135406	1159907	White-eye coronavirus HKU16	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000135406	2023-09-01
1159908-Wigeon-coronavirus-HKU20	1159908	Wigeon coronavirus HKU20	1159908	virus	Representative	UP000167590	1159908	Wigeon coronavirus HKU20	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000167590	2023-09-01
1160968-Rabbit-coronavirus-HKU14	1160968	Rabbit coronavirus HKU14	1160968	virus	Reference	UP000145001		Rabbit coronavirus HKU14	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000145001	2023-07-14
1173701-Colletotrichum-sublineola	1173701	Colletotrichum sublineola	1173701	other-eukaryote	Reference	UP000027238		Colletotrichum sublineola (Sorghum anthracnose fungus) (Strain: TX430BB)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000027238	2023-07-14
1176145-Pipapillomavirus-2	1176145	Pipapillomavirus 2	763552	virus	Reference	UP000148062		Micromys minutus papillomavirus (MmPV) (Old world harvest mouse papillomavirus)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000148062	2023-07-14
1176484-Canine-vesivirus-Canine-calicivirus	1176484	Canine vesivirus (Canine calicivirus)	1176484	virus	Non-Redundant	UP000115101		Calicivirus isolate Allston 2008/US	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000115101	2023-07-14
1179777-Mycoplasma-feriruminatoris	1179777	Mycoplasma feriruminatoris	1179777	bacterium	Non-Redundant	UP000010753		Mycoplasma feriruminatoris (Strain: G5847)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000010753	2023-07-14
1193095-Paucilactobacillus-hokkaidonensis	1193095	Paucilactobacillus hokkaidonensis	1193095	bacterium	Non-Redundant	UP000031620		Lactobacillus hokkaidonensis JCM 18461 (Strain: LOOC260)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000031620	2023-07-14
1193974-Human-enterovirus	1193974	Human enterovirus	1193974	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1193974	2023-09-01
1204543-Silviavirus-SA11-Staphylococcus-virus-SA11	1204543	Silviavirus SA11 (Staphylococcus virus SA11)	1204543	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1204543	2023-09-01
1207039-Gallaecimonas-xiamenensis	1207039	Gallaecimonas xiamenensis	1207039	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1207039	2023-09-01
1209926-Colletotrichum-orchidophilum	1209926	Colletotrichum orchidophilum	1209926	other-eukaryote	Reference	UP000176998		Colletotrichum orchidophilum (Strain: IMI 309357)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000176998	2023-07-14
1214225-Acidocella-sp-MX-AZ02	1214225	Acidocella sp. MX-AZ02	1214225	bacterium	Reference	UP000006217		Acidocella sp. MX-AZ02 (Strain: MX-AZ02)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006217	2023-07-14
1218488-Torque-teno-sus-virus-k2-Torque-teno-sus-virus-3	1218488	Torque teno sus virus k2 (Torque teno sus virus 3)	1218488	virus	Unreviewed	Unrev_1218488		Torque teno sus virus k2 (Torque teno sus virus 3)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:1218488	2023-07-14
1219581-Actinomyces-sp-S4-C9	1219581	Actinomyces sp. S4-C9	1219581	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1219581	2023-09-01
1223514-Corynebacterium-humireducens	1223514	Corynebacterium humireducens	1223514	bacterium	Non-Redundant	UP000031524	1223515	Corynebacterium humireducens NBRC 106098 = DSM 45392 (Strain: MFC-5)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000031524	2023-07-14
1235797-Oscillibacter-sp-1-3	1235797	Oscillibacter sp. 1-3	1235797	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1235797	2023-09-01
1235803-Parabacteroides-sp-ASF519	1235803	Parabacteroides sp. ASF519	1235803	bacterium						2023-07-14
1236180-Halopelagius-longus	1236180	Halopelagius longus	1236180	archeobacterium	Reference	UP000199289		Halopelagius longus (Strain: CGMCC 1.12397)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000199289	2023-07-14
1239565-Mamastrovirus-1-Mamastrovirus-1	1239565	Mamastrovirus 1 (Mamastrovirus-1)	12456, 43358	virus	Reference	UP000001650		Human astrovirus-1 (HAstV-1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001650	2023-07-14
1239567-Mamastrovirus-3-Porcine-astrovirus	1239567	Mamastrovirus 3 (Porcine astrovirus)	1239567, 10002484	virus	Non-Redundant	UP000120357		Porcine astrovirus 1 (PAstV-1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000120357	2023-07-14
1268303-Rhodococcus-sp-AW25M09	1268303	Rhodococcus sp. AW25M09	1268303	bacterium	Non-Redundant	UP000011207		Rhodococcus sp. AW25M09 (Strain: AW25M09)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000011207	2023-07-14
1281454-Rodent-hepacivirus	1281454	Rodent hepacivirus	1281454	virus	Non-Redundant	UP000297098		Rodent hepacivirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000297098	2023-07-14
1285902-Artificial-vector-pGEX-2T	1285902	Artificial vector pGEX-2T	1285902	other						2023-07-14
1291556-Nonomuraea-fuscirosea	1291556	Nonomuraea fuscirosea	1291556	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1291556	2023-09-01
1303334-Human-polyomavirus-12	1303334	Human polyomavirus 12	1303334	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1303334	2023-09-01
1303514-Diaporthe-toxica	1303514	Diaporthe toxica	1303514	other-eukaryote	Unreviewed	Unrev_1303514		Diaporthe toxica	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:1303514	2023-07-14
1330520-Enterovirus-F	1330520	Enterovirus F	269638, 1330520	virus	Non-Redundant	UP000325803		Enterovirus F (Strain: PS 89; ATCC VR-755)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000325803	2023-07-14
1335626-Middle-East-respiratory-syndrome-related-coronavirus-MERS-coronavirus	1335626	Middle East respiratory syndrome-related coronavirus (MERS coronavirus)	1235996, 1263720, 1306931, 1335626, 1368314, 1495253	virus	Reference	UP000139997		Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012) (Betacoronavirus England 1) (Human coronavirus EMC)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000139997	2023-07-14
1337054-Paenibacillus-sp-A3	1337054	Paenibacillus sp. A3	1337054	bacterium	Other	UP000050308	1337054	Paenibacillus sp. A3	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000050308	2023-09-01
1338344-Ambigolimax-valentianus	1338344	Ambigolimax valentianus	1338344	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1338344	2023-09-01
1349999-Goose-astrovirus	1349999	Goose astrovirus	1349999	virus	Non-Redundant	UP000201524	1349999	Goose astrovirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000201524	2023-07-14
1355477-Bradyrhizobium-diazoefficiens	1355477	Bradyrhizobium diazoefficiens	1355477	bacterium	Reference	UP000002526		Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110) (Strain: JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002526	2023-07-14
1380362-Ralstonia-sp-UNC404CL21Col	1380362	Ralstonia sp. UNC404CL21Col	1380362	bacterium	Orphans		1380362		https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1380362	2023-09-01
1380386-Mycobacterium-sp-URHB0044	1380386	Mycobacterium sp. URHB0044	1380386	bacterium						2023-07-14
1380865-Rana-catesbeiana-virus	1380865	Rana catesbeiana virus	1380865	virus	Non-Redundant	UP000319319		Rana catesbeiana virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000319319	2023-07-14
1392244-Kalmanozyma-brasiliensis	1392244	Kalmanozyma brasiliensis	1365824	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1392244	2023-09-01
1400860-Candidatus-Contendobacter-odensis-Contendobacter-odensis	1400860	Candidatus Contendobacter odensis (Contendobacter odensis)	1400861	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1400860	2023-09-01
1415839-Bat-SARS-like-coronavirus-Rs4081	1415839	Bat SARS-like coronavirus Rs4081	1415839	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1415839	2023-09-01
1415840-Bat-SARS-like-coronavirus-Rs4084	1415840	Bat SARS-like coronavirus Rs4084	1415840	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1415840	2023-09-01
1428624-Streptomyces-sp-MUSC-125	1428624	Streptomyces sp. MUSC 125	1428624	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1428624	2023-09-01
1432052-Eisenbergiella-tayi	1432052	Eisenbergiella tayi	1432052	bacterium	Non-Redundant	UP000095003		Eisenbergiella tayi (Strain: NML 120489)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000095003	2023-07-14
1449063-Paenibacillus-sp-UNC451MF	1449063	Paenibacillus sp. UNC451MF	1449063	bacterium	Orphans		1449063		https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1449063	2023-09-01
1457141-Chlamydia-avium	1457141	Chlamydia avium	1229831, 1457141	bacterium	Non-Redundant	UP000019433		Chlamydia avium 10DC88 (Strain: 10DC88)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000019433	2023-07-14
1457153-Chlamydia-gallinacea	1457153	Chlamydia gallinacea	1457153	bacterium	Non-Redundant	UP000019147		Chlamydia gallinacea 08-1274/3 (Strain: 08-1274/3)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000019147	2023-07-14
1458515-Tenacibaculum-piscium	1458515	Tenacibaculum piscium	1458515	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1458515	2023-09-01
1463841-Streptomyces-sp-NRRL-F-2580	1463841	Streptomyces sp. NRRL F-2580	1463841	bacterium						2023-07-14
1464048-Micromonospora-parva	1464048	Micromonospora parva	1464048	bacterium						2023-07-14
1472417-Butyricimonas-paravirosa	1472417	Butyricimonas paravirosa	1472417	bacterium	Non-redundant	UP000576368	1472417	Butyricimonas paravirosa	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000576368	2023-09-01
1485217-Massilia-eurypsychrophila	1485217	Massilia eurypsychrophila	1485217	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1485217	2023-09-01
1498499-Legionella-norrlandica	1498499	Legionella norrlandica	1498499	bacterium	Non-Redundant	UP000054422		Legionella norrlandica (Strain: LEGN)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000054422	2023-07-14
1501332-Oribacterium-asaccharolyticum	1501332	Oribacterium asaccharolyticum	1501332	bacterium	Non-Redundant	UP000003527		Oribacterium asaccharolyticum ACB7 (Strain: ACB7)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000003527	2023-07-14
1501983-Cloning-vector-pTVDll42AEmerald	1501983	Cloning vector pTVDll42AEmerald	1501983	other					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1501983	2023-09-01
1508220-Bat-coronavirus	1508220	Bat coronavirus	1508220	virus	Reference	UP000501844		Bat coronavirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000501844	2023-07-14
1511891-Dependoparvovirus-primate1-Adeno-associated-dependoparvovirus-A	1511891	Dependoparvovirus primate1 (Adeno-associated dependoparvovirus A)	10804, 57579, 68558, 85106, 202812, 202813, 235455, 648242, 1511891	virus	Reference	UP000180764		Adeno-associated virus 2 (isolate Srivastava/1982) (AAV-2)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000180764	2023-07-14
1511895-Dependoparvovirus-anseriform1-Anseriform-dependoparvovirus-1	1511895	Dependoparvovirus anseriform1 (Anseriform dependoparvovirus 1)	37325, 38251	virus	Non-Redundant	UP000099578		Muscovy duck parvovirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000099578	2023-07-14
1513262-Gammapapillomavirus-17	1513262	Gammapapillomavirus 17	1070417	virus	Representative	UP000156843	1070417	Human papillomavirus type 144	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000156843	2023-09-01
1527299-Psychromonas-sp-PRT-SC03	1527299	Psychromonas sp. PRT-SC03	1527299	bacterium	Reference	UP000053944		Psychromonas sp. PRT-SC03	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000053944	2023-07-14
1532555-Brevundimonas-sp-DS20	1532555	Brevundimonas sp. DS20	1532555	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1532555	2023-09-01
1534553-Duck-aviadenovirus-B	1534553	Duck aviadenovirus B	1534553, 2233538	virus	Representative	UP000516061	1520006	Duck adenovirus 2	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000516061	2023-09-01
1564681-Carnobacterium-sp-CP1	1564681	Carnobacterium sp. CP1	1564681	bacterium	Reference	UP000064734		Carnobacterium sp. CP1 (Strain: CP1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000064734	2023-07-14
