Unnamed: 0	Organism ID	Organism Name	Accession	Protein Name	Parent Database	Parent Accession	Parent Name	Unnamed: 7	Unnamed: 8	Unnamed: 9	Accession Gene
2065	1773	Mycobacterium tuberculosis	AHM07831.1	Serine/threonine protein kinase PknJ [Mycobacterium tuberculosis variant bovis BCG str. ATCC 35743]	UniProt	P9WI67	Serine/threonine-protein kinase PknJ				pknJ
2066	1773	Mycobacterium tuberculosis	AGE68891.1	soluble secreted antigen MPT53	UniProt	P9WG65	Soluble secreted antigen MPT53				mpt53
2067	1773	Mycobacterium tuberculosis	EFD42100.1	UDP-glucose 4-epimerase galE2	UniProt	P9WN67	UDP-glucose 4-epimerase				galE1
2068	1280	Staphylococcus aureus	EYF23113.1	iron-regulated surface determinant protein B, partial	UniProt	Q2FZF0	Iron-regulated surface determinant protein B				isdB
2069	1280	Staphylococcus aureus	EYF20504.1	iron-regulated surface determinant protein B, partial	UniProt	Q2FZF0	Iron-regulated surface determinant protein B				isdB
2070	1280	Staphylococcus aureus	Q2YX96.1	Iron-regulated surface determinant protein B	UniProt	Q2FZF0	Iron-regulated surface determinant protein B				isdB
2071	1280	Staphylococcus aureus	Q6GA86.1	Iron-regulated surface determinant protein B	UniProt	Q2FZF0	Iron-regulated surface determinant protein B				isdB
2072	29380	Staphylococcus caprae	EES41135.1	DNA-directed RNA polymerase, beta' subunit [Staphylococcus caprae M23864:W1]	UniProt	C5QPP6	DNA-directed RNA polymerase subunit beta				rpoB
2073	29380	Staphylococcus caprae	EES39955.1	universal stress family protein [Staphylococcus caprae M23864:W1]	UniProt	C5QT81	Universal stress family protein				HMPREF0793_2437
2074	1309	Streptococcus mutans	P08987.3	Glucosyltransferase-I	UniProt	P08987	Glucosyltransferase-I				gtfB
2075	1314	Streptococcus pyogenes	KGE58834.1	C5a peptidase domain protein	UniProt	P58099	C5a peptidase				scpA
2076	1314	Streptococcus pyogenes	KGE58824.1	C5a peptidase domain protein	UniProt	P58099	C5a peptidase				scpA
2077	11089	Yellow fever virus	Q1X881.1	Genome polyprotein	UniProt	P03314	Genome polyprotein				
2078	11089	Yellow fever virus	Q6J3P1.1	Genome polyprotein	UniProt	P03314	Genome polyprotein				
2079	11089	Yellow fever virus	Q98803.1	Genome polyprotein	UniProt	P03314	Genome polyprotein				
2080	11089	Yellow fever virus	Q1X880.1	Genome polyprotein	UniProt	P03314	Genome polyprotein				
2081	11089	Yellow fever virus	Q89277.2	Genome polyprotein	UniProt	P03314	Genome polyprotein				
2082	11089	Yellow fever virus	Q9YRV3.1	Genome polyprotein	UniProt	P03314	Genome polyprotein				
2083	8706	Vipera aspis	SRC265193	ammodytoxin B variant	UniProt	Q6A364	ammodytoxin B variant				
2084	9606	Homo sapiens	SRC248439	insulin	UniProt	P01308	Insulin				INS
2085	9606	Homo sapiens	SRC250678	E3 ubiquitin-protein ligase	UniProt	H3BP71	E3 ubiquitin protein ligase				RNF40
2086	9606	Homo sapiens	SRC558173	Negative elongation factor A	UniProt	Q9H3P2	Negative elongation factor A				NELFA
2087	9606	Homo sapiens	SRC566434	Cytosolic carboxypeptidase 4	UniProt	Q96MI9	Cytosolic carboxypeptidase 4				AGBL1
2088	9606	Homo sapiens	SRC586094	Alpha-enolase	UniProt	P06733 	Alpha-enolase				
2089	9606	Homo sapiens	SRC594725	Histone deacetylase complex subunit SAP130	UniProt	Q9H0E3	Histone deacetylase complex subunit SAP130				SAP130
2090	9606	Homo sapiens	SRC558171	histone acetyltransferase KAT6A	UniProt	Q92794	Histone acetyltransferase KAT6A				KAT6A
2091	9606	Homo sapiens	SRC558175	casein kinase I isoform alpha	UniProt	P48729	Casein kinase I isoform alpha				CSNK1A1
2092	9606	Homo sapiens	SRC557964	DnaJ homolog subfamily C member 7	UniProt	Q99615	DnaJ homolog subfamily C member 7				DNAJC7
2093	9606	Homo sapiens	SRC558003	Rab GTPase-activating protein 1-like	UniProt	Q5R372	Rab GTPase-activating protein 1-like				RABGAP1L
2094	9606	Homo sapiens	SRC558184	Myelin-associated neurite-outgrowth inhibitor 	UniProt	A1KXE4	Myelin-associated neurite-outgrowth inhibitor				FAM168B
2095	9606	Homo sapiens	SRC566473	Heterogeneous nuclear ribonucleoprotein H	UniProt	P31943	Heterogeneous nuclear ribonucleoprotein H				HNRNPH1
2096	9606	Homo sapiens	SRC558187	ubiquitin conjugating enzyme E2 C 	UniProt	O00762	Ubiquitin-conjugating enzyme E2 C				UBE2C
2097	9606	Homo sapiens	SRC558176	Stearoyl-CoA desaturase	UniProt	O00767	Stearoyl-CoA desaturase				SCD
2098	9606	Homo sapiens	SRC558186	Class E basic helix-loop-helix protein 40	UniProt	O14503	Class E basic helix-loop-helix protein 40				BHLHE40
2099	9606	Homo sapiens	SRC557963	probable phospholipid-transporting ATPase IIB	UniProt	O43861	Probable phospholipid-transporting ATPase IIB				ATP9B
2100	9606	Homo sapiens	SRC566340	Hyaluronan mediated motility receptor	UniProt	O75330	Hyaluronan mediated motility receptor				HMMR
2101	9606	Homo sapiens	SRC558169	T box transcription factor TBX18	UniProt	O95935	T-box transcription factor TBX18				TBX18
2102	9606	Homo sapiens	SRC595863	cytochrome B	UniProt	P00156	Cytochrome b				MT-CYB
2103	9606	Homo sapiens	SRC594158	Albumin	UniProt	P02768	Albumin				ALB
2104	9606	Homo sapiens	SRC558004	poly {ADP-ribose} polymerase 1	UniProt	P09874	Poly [ADP-ribose] polymerase 1				PARP1
2105	9606	Homo sapiens	SRC557967	ubiquitin-like modifier-activating enzyme 1	UniProt	P22314	Ubiquitin-like modifier-activating enzyme 1				UBA1
2106	9606	Homo sapiens	SRC566521	Dipeptidyl aminopeptidase-like protein 6	UniProt	P42658	Dipeptidyl aminopeptidase-like protein 6				DPP6
2107	9606	Homo sapiens	SRC558005	RNA-binding protein 34	UniProt	P42696	RNA-binding protein 34				RBM34
2108	9606	Homo sapiens	SRC558174	40S ribosomal protein S9	UniProt	P46781	40S ribosomal protein S9				RPS9
2109	9606	Homo sapiens	SRC558008	B cell receptor-associated protein 31	UniProt	P51572	B-cell receptor-associated protein 31				BCAP31
2110	9606	Homo sapiens	SRC558185	40S ribosomal protein S8	UniProt	P62241	40S ribosomal protein S8				RPS8
2111	9606	Homo sapiens	SRC558010	AP-2 complex subunit beta	UniProt	P63010	AP-2 complex subunit beta				AP2B1
2112	9606	Homo sapiens	SRC557970	cleavage stimulation factor subunit 3	UniProt	Q12996	Cleavage stimulation factor subunit 3				CSTF3
2113	9606	Homo sapiens	SRC558179	kinesin like protein KIF22 	UniProt	Q14807	Kinesin-like protein KIF22				KIF22
2114	9606	Homo sapiens	SRC558012	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	UniProt	Q15011	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein				HERPUD1
2115	9606	Homo sapiens	SRC558180	lanosterol 14-alpha demethylase 	UniProt	Q16850	Lanosterol 14-alpha demethylase				CYP51A1
2116	9606	Homo sapiens	SRC566321	Trafficking protein particle complex subunit 3-like protein	UniProt	Q5T215	Trafficking protein particle complex subunit 3-like protein				TRAPPC3L
2117	9606	Homo sapiens	SRC558162	KN motif and ankyrin repeat domain-containing protein 2	UniProt	Q63ZY3	KN motif and ankyrin repeat domain-containing protein 2				KANK2
2118	9606	Homo sapiens	SRC558188	tubulin polyglutamylase complex subunit 2	UniProt	Q68CL5	Tubulin polyglutamylase complex subunit 2				TPGS2
2119	9606	Homo sapiens	SRC566297	SCAN domain-containing protein 3	UniProt	Q6R2W3	SCAN domain-containing protein 3				SCAND3
2120	9606	Homo sapiens	SRC566480	Ankyrin repeat domain-containing protein 11	UniProt	Q6UB99	Ankyrin repeat domain-containing protein 11				ANKRD11
2121	9606	Homo sapiens	SRC594101	death domain-containing protein 1	UniProt	Q6ZMT9	Death domain-containing protein 1				DTHD1
2122	9606	Homo sapiens	SRC557962	transcription elongation factor SPT6	UniProt	Q7KZ85	Transcription elongation factor SPT6				SUPT6H
2123	9606	Homo sapiens	SRC558182	putative ATP synthase subunit g 2, mitochondrial	UniProt	Q7Z4Y8	Putative ATP synthase subunit g 2, mitochondrial				ATP5MGL
2124	9606	Homo sapiens	SRC594100	cullin-9	UniProt	Q8IWT3	Cullin-9				CUL9
2125	9606	Homo sapiens	SRC557961	carboxypeptidase A6	UniProt	Q8N4T0	Carboxypeptidase A6				CPA6
2126	9606	Homo sapiens	SRC558178	putative protein ZNF321	UniProt	Q8N8H1	Putative protein ZNF321				ZNF321P
2127	9606	Homo sapiens	SRC558166	patatin-like phospholipase domain containing protein 2	UniProt	Q96AD5	Patatin-like phospholipase domain-containing protein 2				PNPLA2
2128	9606	Homo sapiens	SRC566314	N-terminal kinase-like protein	UniProt	Q96KG9	N-terminal kinase-like protein				SCYL1
2129	9606	Homo sapiens	SRC594099	melanoma inhibitory activity protein 2	UniProt	Q96PC5	Melanoma inhibitory activity protein 2				MIA2
2130	9606	Homo sapiens	SRC558181	ubiquitin like modifier activating enzyme 6	UniProt	A0AVT1	Ubiquitin-like modifier-activating enzyme 6				UBA6
2131	9606	Homo sapiens	SRC558164	translin associated protein X	UniProt	Q99598	Translin-associated protein X				TSNAX
2132	9606	Homo sapiens	SRC558168	inosine triphosphate pyrophosphatase	UniProt	Q9BY32	Inosine triphosphate pyrophosphatase				ITPA
2133	9606	Homo sapiens	SRC558165	tether containing UBX domain for GLUT4	UniProt	Q9BZE9	Tether containing UBX domain for GLUT4				ASPSCR1
2134	9606	Homo sapiens	SRC558177	5'-3' exoribonuclease 2	UniProt	Q9H0D6	5'-3' exoribonuclease 2				XRN2
2135	9606	Homo sapiens	SRC558007	Rac GTPase-activating protein 1	UniProt	Q9H0H5	Rac GTPase-activating protein 1				RACGAP1
2136	9606	Homo sapiens	SRC557965	Probable ATP-dependent RNA helicase DDX47	UniProt	Q9H0S4	Probable ATP-dependent RNA helicase DDX47				DDX47
2137	9606	Homo sapiens	SRC493073	HEAT repeat-containing protein 2	UniProt	Q9H583	HEAT repeat-containing protein 1				HEATR1
2138	9606	Homo sapiens	SRC558170	TLR adapter interacting with SLC15A4 on the lysosome	UniProt	Q9HAI6	TLR adapter interacting with SLC15A4 on the lysosome				TASL
2139	9606	Homo sapiens	SRC566797	Kinesin-like protein KIF13B	UniProt	Q9NQT8	Kinesin-like protein KIF13B				KIF13B
2140	9606	Homo sapiens	SRC558172	H/ACA ribonucleoprotein complex subunit 1	UniProt	Q9NY12	H/ACA ribonucleoprotein complex subunit 1				GAR1
2141	9606	Homo sapiens	SRC558163	lysine specific demethylase 2A	UniProt	Q9Y2K7	Lysine-specific demethylase 2A				KDM2A
2142	9606	Homo sapiens	SRC594098	ATPase MORC2	UniProt	Q9Y6X9	ATPase MORC2				MORC2
2143	9606	Homo sapiens	SRC258553	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-2	UniProt	Q00722	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2				PLCB2
2144	9606	Homo sapiens	SRC258628	formin binding protein 1	UniProt	Q96RU3	Formin-binding protein 1				FNBP1
2145	9606	Homo sapiens	SRC258630	formin-like protein 1	UniProt	O95466	Formin-like protein 1				FMNL1
2146	9606	Homo sapiens	SRC322953	Histone-binding neoepitope protein RBBP7	UniProt	Q16576	Histone-binding protein RBBP7				RBBP7
2147	9606	Homo sapiens	SRC338281	5-methylcytosine rRNA methyltransferase NSUN4	UniProt	Q96CB9	5-methylcytosine rRNA methyltransferase NSUN4				NSUN4
2148	9606	Homo sapiens	SRC547748	Lipoprotein lipase	UniProt	P06858	Lipoprotein lipase				LPL
2149	9606	Homo sapiens	SRC549474	Fibromodulin	UniProt	Q06828	Fibromodulin				FMOD
2150	9606	Homo sapiens	SRC549748	cyclin dependent kinase 4 neoepitope protein	UniProt	P11802	Cyclin-dependent kinase 4				CDK4
2151	9606	Homo sapiens	SRC549757	Cytoskeleton-associated protein 2	UniProt	Q8WWK9	Cytoskeleton-associated protein 2				CKAP2
2152	9606	Homo sapiens	SRC550095	TATA box-binding protein-associated factor RNA polymerase I subunit B	UniProt	Q53T94	TATA box-binding protein-associated factor RNA polymerase I subunit B				TAF1B
2153	9606	Homo sapiens	SRC557624	Bone Morphogenetic Protein Receptor Type 1B	UniProt	O00238	Bone morphogenetic protein receptor type-1B				BMPR1B
2154	9606	Homo sapiens	SRC557966	Zinc finger RNA-binding protein	UniProt	Q96KR1	Zinc finger RNA-binding protein				ZFR
2155	9606	Homo sapiens	SRC558011	proteasome subunit alpha type-5	UniProt	P28066	Proteasome subunit alpha type-5				PSMA5
2156	9606	Homo sapiens	SRC559560	Alternative splicing product of amelogenin	UniProt	Q99217	Amelogenin, X isoform				AMELX
2157	9606	Homo sapiens	SRC586141	protein signaling modulator 1	UniProt	Q86YR5	G-protein-signaling modulator 1				GPSM1
2158	9606	Homo sapiens	SRC620026	TBC1 domain family member 9B	UniProt	Q66K14	TBC1 domain family member 9B				TBC1D9B
2159	9606	Homo sapiens	SRC623921	RING finger protein 10	UniProt	Q8N5U6	RING finger protein 10				RNF10
2160	9606	Homo sapiens	SRC623922	Apolipoprotein D	UniProt	P05090	Apolipoprotein D				APOD
2161	9606	Homo sapiens	SRC626680	Alpha-2-HS-glycoprotein	UniProt	P02765	Alpha-2-HS-glycoprotein				AHSG
2162	9606	Homo sapiens	SRC626687	lipopolysaccharide-binding protein	UniProt	P18428	Lipopolysaccharide-binding protein				LBP
2163	9606	Homo sapiens	SRC626688	phosphatidylinositol 4-kinase alpha	UniProt	P42356	Phosphatidylinositol 4-kinase alpha				PI4KA
2164	9606	Homo sapiens	SRC627270	selenoprotein V	UniProt	P59797	Selenoprotein V				SELENOV
2165	9606	Homo sapiens	SRC627271	selenoprotein P	UniProt	P49908	Selenoprotein P				SELENOP
2166	9606	Homo sapiens	SRC493080	protein farnesyltransferase subunit beta	UniProt	P49356	Protein farnesyltransferase subunit beta				FNTB
2167	9606	Homo sapiens	SRC558167	60S ribosomal protein L17	UniProt	P18621	60S ribosomal protein L17				RPL17
2168	9606	Homo sapiens	SRC566293	Dapper homolog 2	UniProt	Q5SW24	Dapper homolog 2				DACT2
2169	9606	Homo sapiens	SRC566324	Transmembrane protein 69	UniProt	Q5SWH9	Transmembrane protein 69				TMEM69
2170	9606	Homo sapiens	SRC566345	C2 domain-containing protein 5 (Fragment)	UniProt	Q86YS7	C2 domain-containing protein 5				C2CD5
2171	9606	Homo sapiens	SRC566354	DmX-like protein 1	UniProt	Q9Y485	DmX-like protein 1				DMXL1
2172	9606	Homo sapiens	SRC566360	Ubiquitin-60S ribosomal protein L40	UniProt	P62987	Ubiquitin-60S ribosomal protein L40				UBA52
2173	9606	Homo sapiens	SRC566398	Deoxyribose-phosphate aldolase	UniProt	Q9Y315	Deoxyribose-phosphate aldolase				DERA
2174	9606	Homo sapiens	SRC566408	Chymotrypsin-like elastase family member 1	UniProt	Q9UNI1	Chymotrypsin-like elastase family member 1				CELA1
2175	9606	Homo sapiens	SRC566411	Zinc finger RNA-binding protein 2	UniProt	Q9UPR6	Zinc finger RNA-binding protein 2				ZFR2
2176	9606	Homo sapiens	SRC566413	Transcription factor 20	UniProt	Q9UGU0	Transcription factor 20				TCF20
2177	9606	Homo sapiens	SRC566432	Fc receptor-like A	UniProt	Q7L513	Fc receptor-like A				FCRLA
2178	9606	Homo sapiens	SRC566460	Oxysterol-binding protein-related protein 6	UniProt	Q9BZF3	Oxysterol-binding protein-related protein 6				OSBPL6
2179	9606	Homo sapiens	SRC566505	Cytospin-B	UniProt	Q5M775	Cytospin-B				SPECC1
2180	9606	Homo sapiens	SRC566519	Deleted in azoospermia-like	UniProt	Q92904	Deleted in azoospermia-like				DAZL
2181	9606	Homo sapiens	SRC566784	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	UniProt	Q5BKT4	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase				ALG10
2182	9606	Homo sapiens	SRC566787	Transcription elongation factor A protein 3	UniProt	O75764	Transcription elongation factor A protein 3				TCEA3
2183	9606	Homo sapiens	SRC566803	SEC14 domain and spectrin repeat-containing protein 2	UniProt	Q86VW0	SEC14 domain and spectrin repeat-containing protein 1				SESTD1
2184	2560319	Avian orthoavulavirus 1 (Avian Paramyxovirus Serotype I)	SRC280065	Hemagglutinin-neuraminidase	UniProt	Q91UL0	Hemagglutinin-neuraminidase				HN
2185	376619	Francisella tularensis subsp. holarctica LVS (Francisella tularensis subsp. holarctica str. LVS)	SRC565600	Serine-tRNA ligase	UniProt	Q5NFB0	Serine--tRNA ligase				serS
2186	7137	Galleria mellonella (greater wax moth)	SRC446437	arylphorin	UniProt	Q24995	Arylphorin				LOC113516268
2187	210	Helicobacter pylori	SRC604709	Co-chaperone GroES	UniProt	P0A0R3	Co-chaperonin GroES				groES
2188	10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC626742	major capsid protein	UniProt	F5HGT1	Major capsid protein				MCP
2189	334203	Mupapillomavirus 1 (Human papillomavirus - 1)	SRC626873	major capsid protein L1	UniProt	P03099	Major capsid protein L1				L1
2190	10090	Mus musculus (mouse)	SRC585811	Cell adhesion molecule-related/down-regulated by oncogenes	UniProt	Q32MD9	Cell adhesion molecule-related/down-regulated by oncogenes				Cdon
2191	10090	Mus musculus (mouse)	SRC620014	Mitochondrial carrier homolog 1	UniProt	Q791T5	Mitochondrial carrier homolog 1				Mtch1
2192	10090	Mus musculus (mouse)	SRC40037	Myelin basic protein (MBP) 	UniProt	P04370	Myelin basic protein				Mbp
2193	10090	Mus musculus (mouse)	SRC410584	solute carrier family 2, facilitated glucose transporter member 7	UniProt	P0C6A1	Solute carrier family 2, facilitated glucose transporter member 7				Slc2a7
2194	10090	Mus musculus (mouse)	SRC543288	retrotransposon-like protein 1	UniProt	Q7M732	Retrotransposon-like protein 1				Rtl1
2195	10090	Mus musculus (mouse)	SRC543290	transport and Golgi organization protein 1 homolog	UniProt	Q8BI84	Transport and Golgi organization protein 1 homolog				Mia3
2196	10090	Mus musculus (mouse)	SRC543291	F-box/LRR-repeat protein 19	UniProt	Q6PB97	F-box/LRR-repeat protein 19				Fbxl19
2197	10090	Mus musculus (mouse)	SRC543294	alpha-mannosidase 2C1	UniProt	Q91W89	Alpha-mannosidase 2C1				Man2c1
2198	10090	Mus musculus (mouse)	SRC543295	insulin-like growth factor 1 receptor	UniProt	Q60751	Insulin-like growth factor 1 receptor				Igf1r
2199	10090	Mus musculus (mouse)	SRC543299	nardilysin	UniProt	Q8BHG1	Nardilysin				Nrdc
2200	10090	Mus musculus (mouse)	SRC543302	uncoupling protein 2 (mitochondrial, proton carrier)	UniProt	P70406	Mitochondrial uncoupling protein 2				Ucp2
2201	10090	Mus musculus (mouse)	SRC543307	succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	UniProt	Q9Z2I9	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial				Sucla2
2202	10090	Mus musculus (mouse)	SRC543308	cyclin-F	UniProt	P51944	Cyclin-F				Ccnf
2203	10090	Mus musculus (mouse)	SRC543315	probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2	UniProt	Q3UX83	Probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2				Accsl
2204	10090	Mus musculus (mouse)	SRC543317	fibroblast growth factor 1	UniProt	P61148	Fibroblast growth factor 1				Fgf1
2205	10090	Mus musculus (mouse)	SRC543318	axonemal dynein light chain domain-containing protein 1	UniProt	Q3UZ57	Axonemal dynein light chain domain-containing protein 1				Axdnd1
2206	10090	Mus musculus (mouse)	SRC543319	anoctamin-2	UniProt	Q8CFW1	Anoctamin-2				Ano2
2207	10090	Mus musculus (mouse)	SRC543320	usherin	UniProt	Q2QI47	Usherin				Ush2A
2208	10090	Mus musculus (mouse)	SRC543321	histone-lysine N-methyltransferase NSD2	UniProt	Q8BVE8	Histone-lysine N-methyltransferase NSD2				Nsd2
2209	10090	Mus musculus (mouse)	SRC543322	NFX1-type zinc finger-containing protein 1	UniProt	Q8R151	NFX1-type zinc finger-containing protein 1				Znfx1
2210	10090	Mus musculus (mouse)	SRC543328	protein dopey-1	UniProt	Q8BL99	Protein dopey-1				Dop1a
2211	10090	Mus musculus (mouse)	SRC543335	divergent protein kinase domain 2B	UniProt	Q8C3I9	Divergent protein kinase domain 2B				Dipk2b
2212	10090	Mus musculus (mouse)	SRC543337	centrosomal protein of 290 kDa	UniProt	Q6A078	Centrosomal protein of 290 kDa				Cep290
2213	10090	Mus musculus (mouse)	SRC544012	thyroid hormone receptor alpha	UniProt	P63058	Thyroid hormone receptor alpha				Thra
2214	10090	Mus musculus (mouse)	SRC544013	SPRY domain-containing SOCS box protein 3	UniProt	Q571F5	SPRY domain-containing SOCS box protein 3				Spsb3
2215	10090	Mus musculus (mouse)	SRC544014	zinc transporter 8	UniProt	Q8BGG0	Zinc transporter 8				Slc30a8
2216	10090	Mus musculus (mouse)	SRC544019	a disintegrin and metallopeptidase domain 7	UniProt	Q68SA9	A disintegrin and metalloproteinase with thrombospondin motifs 7				Adamts7
2217	10090	Mus musculus (mouse)	SRC544020	PR domain zinc finger protein 13	UniProt	E9PZZ1	PR domain zinc finger protein 13				Prdm13
2218	10090	Mus musculus (mouse)	SRC544023	Rho guanine nucleotide exchange factor (GEF) 19	UniProt	Q8BWA8	Rho guanine nucleotide exchange factor 19				Arhgef19
2219	10090	Mus musculus (mouse)	SRC544025	peroxidasin homolog	UniProt	Q3UQ28	Peroxidasin homolog				Pxdn
